source_poi_id,HYD032791,HYD031830,HYD032020,HYD032534,HYD032420,HYD032281,HYD031909,HYD032284,HYD031952,HYD031966,HYD032786,HYD031932,HYD032048,HYD032053,HYD032764,HYD032129,HYD032333,HYD032657,HYD032224,HYD032202,HYD032429,HYD032608,HYD032555,HYD032688,HYD032850,HYD032715,HYD032038,HYD032298,HYD032251,HYD031922
HYD032048,6.623204,7.924477,10.048797,6.823354,26.669906,7.480835,16.625993,11.186352,16.867811,16.337261,15.595564,8.301363,0.0,19.117205,9.665555,31.631796,11.154678,0.789515,18.951163,27.110986,28.975261,23.04324,14.234755,2.409145,11.91836,16.013487,15.735873,6.630845,17.060041,2.904134
HYD032053,14.633792,12.526357,12.030145,14.267787,10.010136,17.119898,5.749119,15.368739,7.048035,5.446854,9.372644,18.269001,19.642616,0.0,11.794932,30.490523,10.2822,20.031371,7.179246,19.948077,29.269221,6.347285,31.236593,19.853644,17.589691,4.14587,4.160795,14.16495,15.457568,20.045394
HYD032764,7.923454,5.60123,0.8903,7.986846,17.439016,10.213836,11.724146,11.989551,12.779904,7.10637,13.249933,12.936262,10.144375,11.676982,0.0,34.522599,5.676117,10.53313,14.049316,18.638665,33.301297,13.812349,22.470285,9.873852,16.605087,8.243177,8.2292,7.794338,9.900072,9.574687
HYD032129,29.437443,30.298393,35.257518,28.931496,41.060477,26.499385,26.017405,24.525303,24.705103,33.546404,22.598377,24.383816,31.112805,31.223079,35.022304,0.0,31.133054,31.559596,26.10697,49.505367,5.22738,37.397627,30.457602,33.344646,21.081623,29.97094,29.749956,29.046522,41.592188,33.839635
HYD032333,7.237927,4.397082,5.512868,7.029992,16.937641,9.994567,10.064815,9.599039,10.76784,6.604995,9.553086,11.866161,11.320134,10.285379,5.277654,30.806048,0.0,11.708889,12.389986,21.115855,29.584746,13.310975,23.485585,11.045991,14.214574,6.583847,6.56987,6.837484,12.377262,10.746826
HYD032657,7.221511,8.522784,10.647104,7.421661,27.268213,7.961944,17.2243,11.784659,17.466118,16.935568,16.193871,8.690316,0.616935,19.715512,10.263862,32.020749,11.752985,0.0,19.54947,27.285226,29.364214,23.641547,14.43314,2.494392,12.307313,16.611794,16.33418,7.229152,17.234281,3.009903
HYD032224,14.392038,12.284603,14.375063,14.026033,17.277583,16.878145,2.772939,13.777653,2.236478,10.681017,5.438551,16.677915,19.400862,7.440185,14.139849,25.064882,12.532689,19.789618,0.0,25.923458,23.84358,13.614733,28.4679,19.61189,14.170696,7.596237,7.353712,13.923196,20.517062,19.80364
HYD032202,26.420229,24.098005,18.337571,26.483622,14.201779,28.710612,24.189314,30.331659,25.48823,16.511951,27.3702,31.433037,26.866512,19.845644,18.810107,48.721318,21.418004,27.078223,25.619441,0.0,47.500016,17.207449,40.8754,24.777729,34.947195,20.403014,20.493463,26.291113,11.108849,24.31508
HYD032429,26.974986,28.11614,33.4858,26.469039,39.288759,24.036928,24.245687,22.062846,22.933385,31.774686,20.826659,21.921359,28.650348,29.451361,33.250586,5.291385,29.361336,29.097139,24.335252,47.733649,0.0,35.625909,27.995145,30.882189,18.619166,28.199222,27.978238,26.584065,39.82047,31.377178
HYD032608,19.965924,17.125079,14.217767,19.757989,4.934368,22.722564,11.521228,21.146414,12.820144,7.346906,15.144753,24.046676,23.482687,5.870493,13.982553,36.262632,13.413381,23.871443,12.951355,17.575382,35.04133,0.0,35.808598,23.212165,23.3618,9.538959,9.629409,19.565481,15.847245,22.913
HYD032555,17.552768,20.156663,22.457726,17.046821,39.078835,15.041855,27.32492,17.924042,26.861593,28.74619,23.156457,14.692899,13.507842,31.349391,22.074484,31.064542,23.538935,13.813552,28.570391,40.441524,28.229923,35.452169,0.0,15.739683,15.98285,28.245673,27.968059,17.161846,30.390579,16.234672
HYD032688,6.938942,8.240215,9.83785,7.139091,26.458959,8.769838,16.94173,11.795439,17.183548,16.126314,15.911302,10.611857,2.393809,19.432942,9.454608,33.94229,11.037243,2.424219,19.266901,25.006867,31.285755,22.832293,16.402697,0.0,14.228854,16.329225,16.05161,6.946583,14.955922,0.515511
HYD032850,9.467769,10.178325,16.019389,8.94546,27.064295,6.588582,12.654097,4.125031,12.190771,18.574954,8.485635,4.119959,11.202002,17.226897,15.636147,21.876896,12.863631,11.648793,13.899568,33.093117,19.220361,23.401445,15.451528,13.433843,0.0,14.99949,14.778506,9.060486,24.354525,13.928832
HYD032715,11.688687,9.581252,8.319666,11.322682,14.128727,14.174793,5.466475,12.612762,6.522234,3.981938,8.004121,15.513024,16.697511,4.293373,8.084452,29.276884,6.524637,17.086266,7.554379,20.327698,28.055582,10.465877,28.291488,16.885244,15.251915,0.0,0.391651,11.219845,13.444904,16.586079
HYD032038,11.443175,9.33574,8.292383,11.07717,13.741982,13.929282,5.074824,12.36725,6.130583,4.311999,7.758609,15.267512,16.451999,3.901722,8.05717,29.031372,6.497354,16.840755,7.162728,20.657758,27.81007,10.079132,28.045976,16.663027,15.006403,0.356746,0.0,10.974333,13.774964,16.558797
HYD032298,0.580347,2.998574,7.739288,0.192509,22.728483,3.157083,11.700089,5.423705,11.941907,12.395837,10.63914,5.66175,6.804886,14.191301,7.356045,29.54392,6.688226,7.193642,14.02526,25.976342,26.887385,19.101817,17.213822,7.015914,9.830483,11.087584,10.809969,0.0,17.237749,7.207664
HYD032251,17.478088,15.155864,9.39543,17.541481,14.766831,19.76847,18.068988,21.475956,19.124747,11.308551,19.594776,22.490896,16.496368,15.537016,9.867966,40.867539,12.562301,16.70808,20.10429,10.92805,39.646237,15.239579,30.505257,14.407585,26.091491,13.64135,13.7318,17.348972,0.0,13.944937
HYD031922,7.132946,8.434219,9.538686,7.333096,26.159794,8.996383,17.135735,12.021984,17.377553,15.827149,16.105306,11.106846,2.888798,19.626947,9.155443,34.437279,10.738078,2.93973,19.460906,24.544219,31.780745,22.533128,16.897686,0.515511,14.723843,16.214089,16.200112,7.140587,14.493273,0.0
