source_poi_id,HYD005590,HYD000135,HYD005625,HYD035559,HYD005596,HYD003793,HYD005624,HYD003743,HYD035574,HYD003751,HYD003784,HYD003746,HYD035577,HYD003744,HYD009900,HYD035589,HYD003756,HYD003786,HYD003789,HYD005609,HYD003770,HYD005638,HYD003804,HYD003769,HYD005630,HYD005617,HYD035583,HYD005584,HYD003842,HYD003781
HYD003786,30.095673,24.467807,7.257872,11.252127,16.665919,17.731283,8.559795,13.248048,24.235449,13.24292,5.111835,7.49481,20.61611,19.05433,14.438702,10.693365,8.389624,0.0,11.805887,16.356196,14.750633,20.032225,11.316011,7.252456,7.289092,35.016782,8.794218,28.53354,7.034186,6.168428
HYD003789,21.829632,18.228371,13.399481,1.912278,6.535435,7.888613,6.584501,13.332275,14.323946,3.072521,16.136775,4.336922,12.350069,9.422549,5.111641,3.638695,4.947753,11.234024,0.0,8.652021,5.22448,11.766183,0.59612,5.207019,15.539113,28.045412,2.599584,17.820857,6.645341,6.285029
HYD005609,25.822061,26.964304,17.101579,7.726991,7.681147,6.404112,8.608698,21.10274,18.191179,11.023375,21.49084,10.448819,18.374988,5.882561,13.062495,12.603027,8.556502,16.488376,9.299011,0.0,13.175334,19.273375,9.588768,11.236615,19.241211,33.502515,10.206887,20.551911,10.350301,14.055494
HYD003770,18.178343,17.122139,18.791506,7.304304,8.392965,9.42353,11.858311,14.164698,11.251981,2.842613,19.277406,9.728947,8.69878,10.954682,1.594394,8.060692,10.339779,15.356211,5.553329,12.862184,0.0,8.447562,5.97029,10.599044,20.837584,25.15689,7.991609,14.748892,12.037367,10.305845
HYD005638,10.550586,10.830571,24.023544,13.513268,13.41351,14.444075,18.185491,15.570708,5.00706,9.432544,22.725826,15.66407,1.071023,15.544938,7.794174,13.872804,16.548743,19.734986,11.60099,19.423271,7.337156,0.0,11.838179,16.534167,25.216359,17.956901,13.870102,9.959462,18.002011,14.68462
HYD003804,22.066821,18.46556,13.287809,2.173967,7.294689,8.647866,6.846189,13.134451,15.0832,3.30971,15.938951,4.139097,12.587258,10.181802,5.34883,3.492046,5.209442,11.036199,0.808353,9.411275,5.461669,12.003372,0.0,5.009195,15.427441,28.282601,2.401759,18.58011,6.533669,6.087205
HYD003769,25.737542,22.343325,10.026491,4.492307,10.043981,11.253173,4.12926,12.577089,18.106659,7.187474,12.531302,0.387685,16.465022,12.787109,9.226594,6.919174,2.756229,7.528839,4.875917,10.298652,9.339433,15.881136,4.386041,0.0,12.166123,32.160365,1.864249,21.60357,3.272352,4.483534
HYD005630,35.685069,30.12856,3.917391,15.244432,20.006887,20.909318,11.390447,19.215517,28.853084,18.546793,8.161589,12.201804,26.205505,22.022966,20.028097,15.534913,12.05108,6.1349,16.235236,19.324831,20.340028,25.62162,15.74536,11.95945,0.0,40.677535,13.499698,32.349995,9.511547,11.16379
HYD005617,10.726021,14.480836,39.174971,30.00672,27.618029,28.648594,34.112652,26.097365,16.685372,25.999693,36.24534,32.157522,17.586144,29.749458,24.361324,30.285043,33.042195,34.629976,28.094442,33.627791,23.904306,17.81571,28.33163,33.027619,40.367787,0.0,30.363553,19.015312,34.495463,30.069925
HYD035583,23.873293,20.479076,11.388598,2.845656,8.4539,9.807077,5.938212,11.780208,16.242411,5.323225,13.913587,1.976293,14.600773,11.341013,7.362345,5.054925,4.419776,8.911124,3.011669,9.770106,7.475185,14.016888,2.521793,2.846391,13.52823,30.296117,0.0,19.739321,5.081304,4.636582
HYD005584,8.149157,18.436566,30.389842,18.801286,15.549515,15.466728,22.707424,25.467271,6.716108,15.864629,31.909272,22.176933,9.24672,16.081911,14.226259,20.915739,21.657575,27.988077,18.001315,21.27491,13.769241,10.145108,18.436132,23.047031,32.529474,18.213285,20.439595,0.0,23.638564,22.93771
HYD003842,27.554507,24.767618,6.754139,6.309407,11.077427,11.979858,2.455421,15.922637,19.923624,9.611767,12.069007,3.881078,18.889315,13.093506,11.650888,9.343467,3.121621,7.066544,7.300211,10.395371,11.763727,18.30543,6.810335,3.638725,8.893771,34.584659,5.178973,23.420535,0.0,7.578756
HYD003781,24.742024,19.562965,9.944484,6.778951,12.342053,13.69523,8.471941,8.901493,18.881799,7.889271,10.324399,4.993434,15.26246,15.229166,9.085052,5.264592,7.361978,5.72578,6.899822,13.883248,9.396983,14.678575,6.409946,4.75108,11.137299,30.11194,4.622119,23.351241,7.311465,0.0
