poi_id,osm_id,name,category,itinerary_category,latitude,longitude,nearest_road_node,distance_to_road_m,mapping_quality
HYD000516,9903794528,Balaji Sweet House,bakery,Food,17.5178583,78.4360204,6308390322,9.74,Normal
HYD000517,13673869072,Balaji bakery,bakery,Food,17.3782474,78.4785373,3612559936,17.9,Normal
HYD000518,1215750039,Bangalore Bakery,bakery,Food,17.4643359,78.3671254,10573065530,11.874,Normal
HYD000519,2729405556,Bangalore Bakery,bakery,Food,17.4090672,78.4904321,315060301,26.498,Normal
HYD000520,1306278410,Bangalore Iyengar Bakery,bakery,Food,17.4788882,78.51403,5486109300,30.045,Normal
HYD000521,6758497448,Bangalore Iyengar Bakery,bakery,Food,17.4250561,78.5144729,2234275936,24.939,Normal
HYD000522,6773025659,Bangalore Iyengar Bakery,bakery,Food,17.4216786,78.5169346,5608460085,11.542,Normal
HYD000523,6950562609,Bangalore Iyengar Bakery,bakery,Food,17.5048865,78.3578007,2766314446,22.233,Normal
HYD000524,8386830898,Bangalore Iyengar Bakery,bakery,Food,17.4218323,78.5087208,13813182778,13.789,Normal
HYD000525,12981602531,Bangalore Iyengar Bakery,bakery,Food,17.4969538,78.3545411,1344080534,16.828,Normal
HYD000526,1306268404,Bangalore Iyenger Bakery,bakery,Food,17.4839179,78.4985268,12014419007,11.916,Normal
HYD000527,6850830306,Bangalore Iyengers Bakery,bakery,Food,17.4874479,78.3957668,1987975583,18.129,Normal
HYD000528,7174386305,Bangalore iyengar bakery,bakery,Food,17.438849,78.4596625,2852468416,2.335,Normal
HYD000529,8113812654,Bangalore iyengar bakery,bakery,Food,17.4504355,78.4435606,1498263324,8.568,Normal
HYD000530,7244233136,Banglore Bakers,bakery,Food,17.529758,78.2641518,12237152215,13.525,Normal
HYD000531,7244140144,Banglore Bakery,bakery,Food,17.5320132,78.2653172,2763874249,9.945,Normal
HYD000532,6598215286,Banglore Iyengar Bakery,bakery,Food,17.3636697,78.5263824,2243962606,13.692,Normal
HYD000533,7180256873,Banglore Iyengar's Bakery,bakery,Food,17.5129161,78.3019113,7174092398,14.747,Normal
HYD000534,9924565990,Banglore Iyenger bakery,bakery,Food,17.4456894,78.5442545,2231827133,13.769,Normal
HYD000535,7243969073,Banglore iyengar bakery,bakery,Food,17.4952822,78.3586015,2231949548,13.522,Normal
HYD000536,6248948387,Belgian Waffle,bakery,Food,17.438454,78.3992859,3164043301,31.033,Normal
HYD000537,11209446996,Best Buddies Bakery,bakery,Food,17.5027615,78.5471909,2794316472,17.73,Normal
HYD000538,8233202685,Bhatia Bakery,bakery,Food,17.4997022,78.5098964,2232047877,14.335,Normal
HYD000539,1883473124,Big Byte,bakery,Food,17.4302997,78.4384308,353721564,22.945,Normal
HYD000540,6267446185,Black Coffee and Bakery,bakery,Food,17.339209,78.3094239,7663804012,21.547,Normal
HYD000541,5539327273,Bobby Bakery,bakery,Food,17.4196416,78.5178649,309707233,9.597,Normal
HYD000542,4422093191,Bramary foods,bakery,Food,17.4077867,78.4895232,308944690,28.863,Normal
HYD000543,10279582854,Brown Bear,bakery,Food,17.438468,78.4504246,12480070805,18.848,Normal
HYD000544,13436947534,Brown Bear Bakery,bakery,Food,17.3648949,78.3954132,2188391618,20.492,Normal
HYD000545,4614311394,Browny Bear,bakery,Food,17.4438858,78.4710103,4614442650,18.202,Normal
HYD000546,1233350271,CBIT canteen,bakery,Food,17.3910978,78.3204452,4204415408,16.588,Normal
HYD000547,4575249089,CCB,bakery,Food,17.3499818,78.5542974,2249918273,19.217,Normal
HYD000548,5147728422,CCD,bakery,Food,17.343129,78.5562832,10081038466,13.016,Normal
HYD000549,2388310549,Cake Exotica,bakery,Food,17.4419934,78.4406006,8942016652,8.691,Normal
HYD000550,6822126542,Cake Exotica,bakery,Food,17.441927,78.440567,8942016652,15.702,Normal
HYD000551,6822126566,Cake N Bake,bakery,Food,17.4209163,78.5823006,7714380232,16.745,Normal
HYD000552,6822126633,Cake Walk Bakery,bakery,Food,17.473907,78.424344,12250158213,23.052,Normal
HYD000553,12541130557,Cake factory,bakery,Food,17.4736611,78.5696238,11876281461,18.132,Normal
HYD000554,5405056330,Cakes and  bakers,bakery,Food,17.4413622,78.3597655,1311002988,7.873,Normal
HYD000555,1224512632,Cakes n Krisps,bakery,Food,17.4596376,78.366004,3174139170,18.034,Normal
HYD000556,891328286,Cinderella Bakery,bakery,Food,17.4621556,78.4910961,7702786447,8.93,Normal
HYD000557,413807359,Corner Bakery,bakery,Food,17.408939940000003,78.50586034,2234832625,12.303,Normal
HYD000558,6822126506,D'lite Dairy & Bakers,bakery,Food,17.531993,78.444404,2781499021,17.745,Normal
HYD000559,11691035174,Delhi Mithai Wala,bakery,Food,17.4730509,78.5506463,2232017811,23.571,Normal
HYD000560,6865895984,Dolphin,bakery,Food,17.4234709,78.5461301,2236749077,17.018,Normal
HYD000561,733462896,Dophin,bakery,Food,17.4234653,78.54614131999999,2236749077,18.116,Normal
HYD000562,2710868601,Emerald Sweets,bakery,Food,17.4124138,78.4800912,12317723153,11.707,Normal
HYD000563,8113750227,FB Bakers,bakery,Food,17.401588,78.5623272,9870023324,9.241,Normal
HYD000564,12541130564,FB cakes,bakery,Food,17.4736071,78.5699135,3164348468,8.292,Normal
HYD000565,7021303717,Fresh Loaf,bakery,Food,17.4378611,78.388309,11043391847,33.763,Normal
HYD000566,7246834925,Friendly pizza and milk shake,bakery,Food,17.3677478,78.5310625,11052607435,8.139,Normal
HYD000567,10959111316,GG,bakery,Food,17.4431392,78.5717126,2805343813,20.952,Normal
HYD000568,10262083199,Galaxy Bakery,bakery,Food,17.4446435,78.5258361,4191488385,22.649,Normal
HYD000569,8233202653,Ganesh Bakery,bakery,Food,17.4994042,78.5116027,2232047840,19.389,Normal
HYD000570,6269361685,Garden Bakers & Sweets,bakery,Food,17.4030278,78.4631664,3612570348,11.272,Normal
HYD000571,4589352191,German Bakers,bakery,Food,17.3947027,78.4798736,2847634220,17.878,Normal
HYD000572,4674771489,Gilbert Bakers,bakery,Food,17.477719,78.320146,5800442287,17.821,Normal
HYD000573,1693981324,Golden Gate Bakery,bakery,Food,17.4100297,78.4857405,315057183,22.86,Normal
HYD000574,4713381393,Goodluck Bakery,bakery,Food,17.4799346,78.3201433,10600434120,18.263,Normal
HYD000575,1280016641,Gulf Bakers,bakery,Food,17.4635193,78.4733755,13303090283,12.342,Normal
HYD000576,4684686490,H.K. Bakers,bakery,Food,17.363004,78.4773803,2461314124,6.296,Normal
HYD000577,7088463400,HI-King Bakery,bakery,Food,17.3524083,78.5071291,3894084721,14.177,Normal
HYD000578,4691759899,Heritage Bakery,bakery,Food,17.4170476,78.4119034,3579915412,23.857,Normal
HYD000579,9768759055,High Kings Bakery,bakery,Food,17.2736742,78.5890165,3614581135,15.3,Normal
HYD000580,1124063179,Indiana Bakery,bakery,Food,17.359271914285713,78.44299984285715,3202602061,24.0,Normal
HYD000581,6248948386,Ironhill Roastery,bakery,Food,17.4384127,78.3993212,3178232866,35.906,Normal
HYD000582,8111064550,Iyangar Bakery,bakery,Food,17.455132,78.4480863,2785785374,15.43,Normal
HYD000583,7244019235,Iyengar,bakery,Food,17.3292418,78.5816498,1325217148,13.139,Normal
HYD000584,6935376213,Iyengar's Bakery,bakery,Food,17.5225204,78.3960299,2237525096,23.243,Normal
HYD000585,4614311147,Just Bake,bakery,Food,17.440778,78.4823217,11563601441,21.727,Normal
HYD000586,5539124265,Just bake,bakery,Food,17.406229,78.5923652,11502704996,9.416,Normal
HYD000587,6255329589,KFC,bakery,Food,17.395004,78.4758433,3154121064,18.451,Normal
HYD000588,5147728421,KS BAKERS,bakery,Food,17.3429847,78.555566,6755868199,21.026,Normal
HYD000589,5404960012,KS Bakers,bakery,Food,17.441682,78.3579946,1753608432,15.059,Normal
HYD000590,5405055357,KS Bakers,bakery,Food,17.4416808,78.358006,1753608432,15.713,Normal
HYD000591,6822126476,KS Bakers,bakery,Food,17.4319006,78.4465177,1312229423,37.861,Normal
HYD000592,7243969068,KS Bakers,bakery,Food,17.4958615,78.3592481,3164238261,26.259,Normal
HYD000593,7473077625,KS Bakers,bakery,Food,17.3984063,78.5605589,13575308815,9.082,Normal
HYD000594,8389425007,KS Bakery,bakery,Food,17.4621317,78.4750143,3148642320,8.184,Normal
HYD000595,5405056142,KS bakers,bakery,Food,17.4417721,78.3579534,1753608432,4.119,Normal
HYD000596,9370052912,KS bakery,bakery,Food,17.5004939,78.5857437,11890727938,17.733,Normal
HYD000597,6264953385,Karachi,bakery,Food,17.4250487,78.5354801,11873248822,7.457,Normal
HYD000598,1038346116,Karachi Bakery,bakery,Food,17.3834635,78.4749018,11947658743,16.546,Normal
HYD000599,3159027235,Karachi Bakery,bakery,Food,17.4387547,78.4427872,1337406680,36.451,Normal
HYD000600,4187314091,Karachi Bakery,bakery,Food,17.4410326,78.4934118,14053108870,12.47,Normal
HYD000601,4410193789,Karachi Bakery,bakery,Food,17.3610124,78.5445215,1340809939,22.505,Normal
HYD000602,4729093293,Karachi Bakery,bakery,Food,17.442794,78.3552544,13347810927,32.44,Normal
HYD000603,4769496364,Karachi Bakery,bakery,Food,17.4071388,78.4018325,9650811780,20.161,Normal
HYD000604,5639638304,Karachi Bakery,bakery,Food,17.3524236,78.507091,3894084721,13.851,Normal
HYD000605,5682128844,Karachi Bakery,bakery,Food,17.4450313,78.3855711,11033804441,30.635,Normal
HYD000606,6267412486,Karachi Bakery,bakery,Food,17.4428697,78.3553118,10072585046,34.093,Normal
HYD000607,6314113487,Karachi Bakery,bakery,Food,17.4105662,78.4498855,3146860371,13.971,Normal
HYD000608,6779723325,Karachi Bakery,bakery,Food,17.4993387,78.4766368,13432069669,3.091,Normal
HYD000609,8193147568,Karachi Bakery,bakery,Food,17.5217307,78.3965224,1906537126,37.43,Normal
HYD000610,13290111925,Karachi Bakery,bakery,Food,17.235508,78.4342678,9758851872,79.566,Normal
HYD000611,7248877415,Karachi bakery,bakery,Food,17.4415728,78.3768334,11482282110,28.258,Normal
HYD000612,6191414043,Keshav Reddy Sweets,bakery,Food,17.4434527,78.3871634,1836644087,12.369,Normal
HYD000613,6219939386,King & Cardinal,bakery,Food,17.4005149,78.4882514,4433969588,11.749,Normal
HYD000614,12536226055,Kochin Bakers,bakery,Food,17.4755713,78.5680966,2795965462,39.449,Normal
HYD000615,5405053470,Ks bakers,bakery,Food,17.4418231,78.3580404,1753608432,11.211,Normal
HYD000616,14107474770,Labonel Fine Baking,bakery,Food,17.4540273,78.4972466,7713795173,23.66,Normal
HYD000617,6822126620,Laxmi Pathi Bakery,bakery,Food,17.401295,78.570875,2593896773,10.806,Normal
HYD000618,2062757345,Lords Bakery,bakery,Food,17.4296499,78.4280308,354243345,24.168,Normal
HYD000619,3010555004,Lot,bakery,Food,17.4542853,78.498213,3207195570,8.853,Normal
HYD000620,1233335262,MGIT canteen,bakery,Food,17.3911183,78.3223228,11066895029,4.476,Normal
HYD000621,5608451168,MGM Bakery,bakery,Food,17.4197715,78.5165633,309707236,16.908,Normal
HYD000622,8387157873,MOM,bakery,Food,17.4036057,78.5145507,3670021338,60.472,Normal
HYD000623,11690892951,MONGINIS cake shop,bakery,Food,17.4745985,78.5512571,4021573391,4.671,Normal
HYD000624,5539327274,Meena Bakery,bakery,Food,17.4196902,78.5177093,309707234,20.5,Normal
HYD000625,6246439586,Mid Land,bakery,Food,17.4517083,78.3917913,8354326562,24.164,Normal
HYD000626,6652837385,Milano Bakery,bakery,Food,17.384475,78.4894688,5517896717,11.544,Normal
