route,source,target,dijkstra_time_ms,astar_time_ms,bidirectional_dijkstra_time_ms,dijkstra_nodes,astar_nodes,bidirectional_dijkstra_nodes,dijkstra_distance_km,astar_distance_km,bidirectional_dijkstra_distance_km,dijkstra_path_valid,astar_path_valid,bidirectional_dijkstra_path_valid,valid,max_distance_difference_km,path_distance_difference_km
21,3154115146,4203779929,88.65130000049248,53.02709998795763,100.28569999849424,66222,20911,55655,12.378247479975107,12.378247479975107,12.378247479975103,True,True,True,True,3.552713678800501e-15,3.552713678800501e-15
22,2234141732,2241234749,94.44680000888184,29.745300009381026,85.28440003283322,66994,10995,45327,10.248559131866996,10.248559131866996,10.248559131866994,True,True,True,True,1.7763568394002505e-15,1.7763568394002505e-15
23,2236282245,3598390915,73.93289997708052,13.741300033871084,33.84729998651892,49928,6190,18706,7.757318922100909,7.757318922100909,7.757318922100911,True,True,True,True,1.7763568394002505e-15,1.7763568394002505e-15
24,3678732389,3598303190,59.873599966522306,25.52379999542609,60.92069996520877,45822,10028,33926,9.581915347988772,9.581915347988772,9.581915347988774,True,True,True,True,1.7763568394002505e-15,1.7763568394002505e-15
25,1568523154,3598265137,3.1296999659389257,1.572999986819923,0.9393999935127795,2610,695,638,1.931006526220997,1.931006526220997,1.9310065262209972,True,True,True,True,2.220446049250313e-16,2.220446049250313e-16
26,3202557398,7713676890,110.17820000415668,61.47289997898042,91.44570003263652,80125,23284,51315,11.9550657377637,11.9550657377637,11.955065737763698,True,True,True,True,1.7763568394002505e-15,1.7763568394002505e-15
27,11521142928,11830240078,36.674899980425835,9.15629998780787,18.082100024912506,28138,4155,9481,5.062719693278514,5.062719693278514,5.062719693278512,True,True,True,True,1.7763568394002505e-15,1.7763568394002505e-15
28,13343940706,3612573850,8.77270003547892,4.0463000186719,8.82010004715994,7031,1689,3428,3.2678810530907088,3.2678810530907088,3.267881053090708,True,True,True,True,8.881784197001252e-16,8.881784197001252e-16
29,7279475580,2584876428,70.03900001291186,25.854899955447763,61.23360001947731,50265,10503,35382,8.979777003525546,8.979777003525546,8.979777003525545,True,True,True,True,1.7763568394002505e-15,1.7763568394002505e-15
30,3598303203,1334378666,47.379499999806285,15.17009997041896,37.17749996576458,35069,6217,19949,6.70788585902747,6.70788585902747,6.707885859027469,True,True,True,True,8.881784197001252e-16,8.881784197001252e-16
